"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Min",0.375,0.413,0.393,0.721,0.644,0.68,0.568,0.634,0.599,0.557
"X.SW...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none_Min",0.361,0.396,0.378,0.726,0.644,0.683,0.604,0.619,0.611,0.557
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Average",0.432,0.49,0.459,0.682,0.625,0.652,0.502,0.626,0.557,0.556
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Sum",0.432,0.49,0.459,0.682,0.625,0.652,0.502,0.626,0.557,0.556
"X.TOK...BioNLP2016_PubMed.shuffle.win.2__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Max",0.444,0.502,0.471,0.62,0.616,0.618,0.548,0.614,0.579,0.556
"X.SW...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Min",0.356,0.395,0.375,0.727,0.645,0.683,0.595,0.611,0.603,0.554
"X.TOK...BioNLP2016_PubMed.shuffle.win.2__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Min",0.408,0.433,0.42,0.618,0.627,0.622,0.589,0.644,0.615,0.552
"X.SW...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Max",0.374,0.441,0.405,0.718,0.63,0.671,0.562,0.586,0.574,0.55
"X.CF...PubMed.and.PMC.w2v__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Min",0.354,0.401,0.376,0.598,0.542,0.569,0.682,0.704,0.693,0.546
"X.LC...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Min",0.419,0.448,0.433,0.641,0.579,0.608,0.552,0.648,0.596,0.546
"X.LC...bio_embedding_intrinsic__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Average",0.436,0.497,0.465,0.532,0.619,0.572,0.529,0.674,0.593,0.543
"X.LC...bio_embedding_intrinsic__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Sum",0.436,0.497,0.465,0.532,0.619,0.572,0.529,0.674,0.593,0.543
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Average",0.402,0.486,0.44,0.545,0.568,0.556,0.521,0.622,0.567,0.521
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Sum",0.402,0.486,0.44,0.545,0.568,0.556,0.521,0.622,0.567,0.521
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Max",0.325,0.372,0.347,0.607,0.584,0.596,0.579,0.631,0.604,0.516
"X.CF...BioNLP2016_PubMed.shuffle.win.2__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Min",0.272,0.283,0.278,0.621,0.591,0.605,0.606,0.657,0.631,0.505
"X.TOK...bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Min",0.274,0.419,0.331,0.199,0.36,0.256,0.109,0.126,0.117,0.235
"X.TOK...bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Max",0.239,0.365,0.288,0.171,0.331,0.225,0.161,0.162,0.162,0.225
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Average",0.048,0.124,0.069,0.36,0.437,0.395,0.14,0.276,0.186,0.217
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Sum",0.048,0.124,0.069,0.36,0.437,0.395,0.14,0.276,0.186,0.217
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none_Average",0.049,0.126,0.07,0.354,0.435,0.391,0.137,0.267,0.181,0.214
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none_Sum",0.049,0.126,0.07,0.354,0.435,0.391,0.137,0.267,0.181,0.214
"X.TOK...bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Average",0.02,0.132,0.035,0.294,0.385,0.334,0.225,0.284,0.252,0.207
"X.TOK...bioconceptvec_fasttext__tok.stanfordcorenlpv4_2_0_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.02,0.132,0.035,0.294,0.385,0.334,0.225,0.284,0.252,0.207
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none_Min",0.164,0.338,0.22,0.167,0.335,0.223,0.141,0.202,0.166,0.203
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Min",0.164,0.335,0.22,0.162,0.334,0.218,0.146,0.192,0.166,0.201
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.187,0.38,0.251,0.159,0.324,0.213,0.138,0.137,0.138,0.2
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.187,0.38,0.251,0.159,0.324,0.213,0.138,0.137,0.138,0.2
"X.TOK...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.187,0.38,0.251,0.159,0.324,0.213,0.138,0.137,0.138,0.2
"X.LC...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Min",0.187,0.38,0.251,0.159,0.324,0.213,0.138,0.137,0.138,0.2
"X.TOK...bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Min",0.176,0.363,0.237,0.166,0.309,0.216,0.138,0.137,0.138,0.197
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Min",0.152,0.306,0.203,0.168,0.315,0.219,0.137,0.182,0.157,0.193
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.TOK...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.LC...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Average",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.TOK...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.LC...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.011,0.079,0.02,0.26,0.381,0.309,0.201,0.261,0.227,0.185
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Max",0.088,0.192,0.12,0.154,0.283,0.199,0.23,0.229,0.23,0.183
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.128,0.278,0.175,0.142,0.296,0.192,0.183,0.159,0.171,0.179
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.128,0.278,0.175,0.142,0.296,0.192,0.183,0.159,0.171,0.179
"X.TOK...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.128,0.278,0.175,0.142,0.296,0.192,0.183,0.159,0.171,0.179
"X.LC...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none_Max",0.128,0.278,0.175,0.142,0.296,0.192,0.183,0.159,0.171,0.179
"X.LC...bioconceptvec_fasttext__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Average",0.005,0.031,0.009,0.225,0.397,0.287,0.213,0.27,0.238,0.178
"X.LC...bioconceptvec_fasttext__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Sum",0.005,0.031,0.009,0.225,0.397,0.287,0.213,0.27,0.238,0.178
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Average",0.013,0.071,0.022,0.238,0.374,0.291,0.198,0.24,0.217,0.177
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Sum",0.013,0.071,0.022,0.238,0.374,0.291,0.198,0.24,0.217,0.177
"X.TOK...bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Max",0.126,0.279,0.174,0.135,0.281,0.183,0.183,0.159,0.171,0.176
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none_Max",0.077,0.25,0.118,0.147,0.307,0.199,0.186,0.215,0.199,0.172
"X.SW...bioconceptvec_fasttext__tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none_Max",0.074,0.245,0.113,0.134,0.306,0.186,0.183,0.213,0.197,0.165
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Average",0.031,0.096,0.047,0.145,0.343,0.204,0.217,0.267,0.239,0.163
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.none_ner.none_Sum",0.031,0.096,0.047,0.145,0.343,0.204,0.217,0.267,0.239,0.163
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Min",0.142,0.296,0.192,0.144,0.318,0.198,0.107,0.091,0.098,0.163
"X.TOK...bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Average",0.019,0.09,0.031,0.165,0.369,0.228,0.201,0.261,0.227,0.162
"X.TOK...bioconceptvec_fasttext__tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none_Sum",0.019,0.09,0.031,0.165,0.369,0.228,0.201,0.261,0.227,0.162
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Min",0.127,0.317,0.181,0.147,0.316,0.201,0.107,0.091,0.099,0.16
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Max",0.096,0.24,0.137,0.128,0.285,0.177,0.19,0.147,0.166,0.16
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.blagec2019_ner.none_Max",0.096,0.223,0.134,0.125,0.285,0.174,0.19,0.148,0.167,0.158
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Average",-0.026,0.077,-0.078,0.246,0.381,0.299,0.198,0.239,0.217,0.146
"X.CF...bioconceptvec_fasttext__tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none_Sum",-0.026,0.077,-0.078,0.246,0.381,0.299,0.198,0.239,0.217,0.146
"X.LC...bioconceptvec_fasttext__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Max",0.063,0.214,0.098,0.256,0.293,0.273,0.046,0.016,0.024,0.132
"X.LC...bioconceptvec_fasttext__tok.whitespace_notlc_sw.nonestopwords_cf.default_ner.none_Min",0.042,0.191,0.069,0.274,0.33,0.299,0.004,0.02,0.006,0.125
