During or after exercise, patient denies:  rash or hives, vertigo, syncope episode, chest pain, shortness of breath, wheeze, cough, palpitations, heat-related illness, excessive fatigue, headaches.	He specifically denies chest pain, shortness of breath, dyspnea on exertion, palpitations, or light-headedness.	2.5
Triamcinolone Acetonide [KENALOG] 0.1 % cream 1 apply topically as directed by prescriber as needed.	Lidocaine [XYLOCAINE JELLY] 2 % Gel 1 apply mucous membrane as directed by prescriber as needed.	1.75
History obtained from patient, Patient cooperative, alert, Oriented to person, place and time.	History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	3.5
Discussed risks, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient (or legal representative and others present during the discussing).	Discussed risks, benefits, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure.	3.5
Patient was identified using two identifiers and permission was obtained from the patient to perform a fingerstick INR.	Patient identified using two identifiers and permission was obtained to perform a fingerstick INR.	5
The patient has not experienced TIA symptoms, facial drooping, left leg/calf pain, right leg/calf pain, dyspnea, prolonged bleeding, blood in stool or urine, nose bleeds, easy bruising, changes in prescription medicines, changes in over-the-counter medicines, changes in diet/vitamin K intake, recent injury/fall(s), blood pressure elevations above 140/90.	The patient has not experienced TIA symptoms, facial drooping, left leg/calf pain, right leg/calf pain, dyspnea, nose bleeds, easy bruising, changes in prescription medicines (except as noted above), changes in over-the-counter medicines, obvious changes in diet/vitamin K intake, recent injury/fall(s).	3.95
Discussed advance directives and the necessity of other members of the healthcare team, both male and female, participating in the procedure.	Discussed risks, goals, alternatives, advance directives, and necessity of other members of the team participating in the procedure with child(ren).	3.5
Provided name and phone number if questions should arise, follow-up appointment has been arranged.	Patient was given phone number to call for follow up after semen analysis has been obtained.	3.25
Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content.Caller agrees to treatment recommendations given over the phone	The diagnosis and treatment plan were explained to the family/caregiver who expressed understanding of the information presented.	4.5
Eye: background retinopathy - no right and left; macular edema - no right and left; proliferative retinopathy - no right and left.	Neurologic:  Hand sensory change - no right and left; foot/stump sensory change - no right and left; painful - yes right and left.	0
Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	History obtained from patient, Patient appears, anxious, Patient cooperative, alert, Oriented to person, place and time.	3.1
Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions.	3.5
Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.	Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	4.25
Parent is comfortable with information and will call back with any other questions or concerns or worsening symptoms.	PROVIDED pt  with my name and my secretary's phone number as a means of reaching me with any questions or concerns regarding nutrition.	2.75
By dismissal she was tolerating a general diet, ambulating, afebrile, pain controlled, and having normal bowel and bladder function.	She was dismissed being able to tolerate intake by mouth and having normal bowel and bladder function.	3.5
Dimension 6 Recovery/Living Environment: The patient received a Risk Score of 1. Substance Use Disorders: Patient has passive support or significant others are not interested in his or her addiction recovery, but he or she is not too distracted by this situation and is able to cope.	Risk 1 Substance Use Disorders: Patient has passive support or significant others are not interested in his or her addiction recovery, but he or she is not too distracted by this situation and is able to cope	4.5
Identified Injury as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Injury as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions.	3.5
No: inability to stay alert and awake; severe lethargy or floppiness; current or recent seizure; high-pitched cry (like a cat's cry) OR a weak whimper or moaning cry that is not consolable; purple or red rash/blotches that stay when pressed by a glass (purpural rash); bulging or tense fontanel (soft spot on the head) when not crying; fever (rectal temp greater than 100.4	No: new confusion or inability to stay alert and awake; currently feeling like she is going to collapse every time she stands (sits); newly stiff or painful neck or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	2.9
GI: no nausea, vomiting, diarrhea, constipation, hematochezia, melena, or other problems noted.	GI: Denies decreased appetite, nausea, vomiting, diarrhea, constipation, hematemesis, hematochezia, melena, abdominal pain.	3
No: description of diarrhea: blood, pus or mucus mixed with loose stools or description of diarrhea: pale, greasy or oily loose stools	No: description of diarrhea: soft, unformed stools or description of diarrhea: pale, greasy or oily loose stools	3
Patient discharged to home, ambulating without assistance, family driving, accompanied by husband/wife/partner, Discharge instructions given to patient, Simple or moderate discharge teaching performed, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, in a wheelchair, family driving, accompanied by husband/wife/partner.	3
They were given a business card to contact me should they have further questions or concerns.	She verbalized an understanding of the above information, and will contact us as needed with any further questions or concerns.	4
The patient related understanding of the proper wearing and care of the splint(s) and was instructed to call with any problems.	The lumen of the prostatic aspect of the vas deferens was entered with the electrocautery needle and a 2 cm length was cauterized internally.	0
Discharge Instructions: Patient/responsible party indicated understanding of instructions on the following brochure(s) given to patient/responsible party: Care Following your Skin Surgery	Discharge Instructions: Understanding verbalized, on the following brochure(s) given to patient/responsible party: Care Following Your Sclerotherapy-	3.75
Procedural pause was conducted to verify:  correct patient identity, procedure to be performed and as applicable, correct side and site, correct patient position, and availability of implants, special equipment or special requirements.	Procedural pause conducted to verify:  correct patient identity, procedure to be performed and as applicable, correct patient position, and availability of implants, special equipment or special requirements.	3
Ipratropium-Albuterol [COMBIVENT] 18-103 mcg/Actuation Aerosol 2 puffs by inhalation four times a day.	AZMACORT [Triamcinolone Acetonide] 75 mcg/Act Aerosol 2 puffs by inhalation four times a day as needed.	2.5
Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Patients primary language is English, Glasses for vision identified as a Barrier to Learning, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3.5
I explained the diagnosis and treatment plan in detail, and the patient clearly expressed understanding of the content reviewed.	Explained diagnosis and treatment plan; patient and Mom expressed understanding of the content.	4
Explained diagnosis and treatment plan; patient appears to understand the content of our discussion.	Explained diagnosis and treatment plan; patient/guardian of patient expressed understanding of the content..	4.5
Ready to learn, no apparent learning barriers were identified in the family/caregiver; learning preferences include listening.	No apparent learning barrier identified, ready to learn, learning preferences include listening and seeing.	3.5
Vascular Access Patency Protocol, , was used for and applies to inpatients and outpatients two weeks to less than 18 years of age.	This protocol, , applies to adult inpatients and outpatients (18 years of age and older).	2.5
Identified Injury as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3.75
Discussed advance directives and the necessity of other members of the healthcare team, both male and female, participating in the procedure.	Discussed risks, goals, alternatives, advanced directives and complications with the patient as well as the necessity of other members of the healthcare team participating in the procedure with the patient.	3.5
Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	3
The patient was instructed to contact their primary care provider for any further questions or concerns.	Patient requests advance directives information: Yes, patient instructed to contact primary care provider for further information	3.9
Discussed the risks, benefits, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure.	I discussed the situation in detail with the patient including diagnosis, pathology, planned operation, objective, risks, benefits, alternatives, and the necessity of other members of the surgical team participating in the procedure.	3.25
Identified Illness as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Identified Procedures, tests, or preps as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient demonstrated and verbalized an understanding of discharge teaching.	3.75
Postoperatively, the patient was transferred for a brief stay in the post anesthesia care unit, and then to the general orthopedic care floor where the patient had an uncomplicated hospital course.	The patient tolerated the procedure and anesthesia well, was extubated, and then brought to the post-anesthesia care unit in stable condition.	3.4
Strep screen, treat per protocol, Strep pharyngitis considered contagiousness until treated for 24 hours, Advised to recheck if not resolved in one week or sooner if worse in any way., Medications and side effects discussed.	Strep screen, treat regardless of throat culture results, symptomatic relief discussed, Strep pharyngitis considered contagiousness until treated for 24 hours, Advised to recheck if not resolved in one week or sooner if worse in any way., Medications and side effects discussed.	4.75
Discussed the risks, goals, alternatives, and the necessity of other members of the healthcare team participating in the procedure.	Discussed risks, goals, alternatives, advanced directives, complications, and the necessity of other members of the surgical team participating in the procedure with the patient.	3.5
I agree with the comprehensive assessment, plan, and physical exam as documented in the daily resident progress note.	I am in agreement with the interventions, assessment, and documentation as entered by M.S, SPT	3.75
Discussed risks, goals, alternatives, and the necessity of other members of the surgical team participating in the procedure with the patient and others present.	Discussed risks and benefits of an unsedated bone marrow, the potential need for repeating the procedure and the necessity of other members of the healthcare team participating in the procedure with the patient.	3.25
This information will be reviewed by the provider and the patient/caregiver will be contacted with any recommendations.	I reviewed the overnight events and interviewed Ms. Odegarden with the treatment team this morning.	0.5
Negative gastrointestinal review of systems, Historian denies abdominal pain, diarrhea, nausea, vomiting.	Negative ears, nose, throat review of systems, Historian denies otalgia, sinus pain, sore throat.	0.5
Patient Education: I found the patient to be ready to learn, no apparent learning barriers were identified; learning preferences include listening.	With the assistance of an interpreter, ready to learn, no apparent learning barriers were identified; learning preferences include listening.	3.75
Patient Education:  Ready to learn, no apparent  learning barriers were identified; learning preferences include listening.	With the assistance of a Somali interpreter, ready to learn, no apparent learning barriers were identified; learning preferences include listening.	3.25
Due to the patient's cognitive impairment, explained diagnosis and treatment plan to family/caregiver.	Explained diagnosis and treatment plan; patient and his wife expressed understanding of the content.	2.5
Goals/outcomes:  Patient will be instructed in home program, demonstrate understanding, and state ability to continue independently.	Therapy Goals:   Patient will be instructed in home program, demonstrate understanding, and state ability to continue independently.	4.95
We discussed the stage of the cancer and that the oncologist today would attempt to quantify the potential risk of cancer recurrence.	Goals: Decrease the pain in the palm of the right hand so that patient will be able to perform the tasks of her job without pain.	0
Left upper extremity assessment findings include capillary refill less than 2 seconds, Skin color normal to hand, temperature to hand warm, Distal sensation intact.	Right upper extremity assessment findings include capillary refill less than 2 seconds, Skin color normal to hand, temperature, cool to touch.	3.4
Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient demonstrated an understanding of discharge teaching.	No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions.	3
Discussed with the patient the necessity of other members of the healthcare team, both male and female, participating in the procedure if needed.	Discussed the risks, goals, alternatives, advance directives, and the necessity of other members of the health care team who would be participating in the procedures with the patient.	3.5
Patient requires extensive assistance in the following activities:  bathing, dressing, toileting, transfer to/from bed/chair, mobility.	Patient requires extensive assistance in the following activities:  bathing, dressing, grooming/hygiene, toileting.	4.25
Goals/Outcomes:  1) The patient will be independent with home exercise program to reduce symptoms, improve function and minimize potential for recurrence of symptoms in 6 weeks.	Goals/Outcomes:  1) patient independent with home exercise program to reduce symptoms, improve function and minimize potential for recurrence of symptoms in 2 weeks.	3
Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Injury as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.	3.9
Medication(s) were reviewed by discussing verbally with patient and/or caregiver, reviewed by checking medication bottles brought in by patient and/or caregiver.	Medication(s) were reviewed by discussing verbally with patient, reviewed by pulling list from previous documents browser note.	3.25
I explained the diagnosis and treatment plan in detail, and the patient clearly expressed understanding of the content reviewed.	I discussed the correlation of aspirin, nonsteroidals, vitamin E, and herbal supplements to any upcoming breast reconstruction surgery and the patient expressed understanding of the content.	3
Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, carried, History obtained from, parent, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	3.5
Discussed risks, goals, alternatives, advanced directives and complications with the patient as well as necessity of other members of the surgical team participating in the interventional procedure.	Discussed the necessity of other members of the surgical team participating in the procedure with the patient.	3.25
Explained diagnosis and treatment plan; patient expressed understanding and agreement of the content.	EXPLAINED DIAGNOSIS AND TREATMENT PLAN; PATIENT/CHILD/CAREGIVER EXPRESSED UNDERSTANDING OF THE CONTEN	4.45
The above was discussed with the patient, and she voiced understanding of the content and plan.	Patient was provided with written patient education materials and she relates a good understanding of the self-management program.	1.5
Since his last visit, the participant has not had any new prostate problems, prostate-related treatments or procedures.	Since his last contact, the participant has not had any new prostate problems and he has not had any prostate-related treatments or procedures  Since his last contact, the participant has not had an eye exam with an ophthalmologist or optometrist and he has not been newly diagnosed with cataracts or macular degeneration.	3
Patient arrives, via hospital wheelchair, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via Emergency Medical Services, Unsteady gait, Inability to ambulate, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	3.25
Patient ready to learn, no apparent learning barriers were identified; learning preferences include listening.	Patient is ready to learn, no apparent learning barriers were identified; learning preferences include listening and visual aids.	3.9
No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); muffled voice or inability to open mouth fully or complete inability to swallow	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit) or sudden onset of inability to urinate	2.9
Research participant in IRB# 06-004868 "Mechanisms of Eosinophil and Immune Cell Activation in Allergic Diseases."	Research participant in IRB# 1415-00, "Anthrax Vaccine Adsorbed Human Reactogenicity and Immunogenicity Clinical Trial to Address Change in Route of Administration and Dose Reduction.	2
Discussed risk, goals, advance directive and alternatives with patient and the necessity of other members of the surgical team participating in the interventional procedure.	Discussed risks, benefits, goals, alternatives, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient (or legal representative and others present during the discussion).	3.75
IV SITE #1 into left antecubital, IV SITE #1 IV fluids established, IV SITE #1 1st bag hung, amount 1 Liter.	IV SITE #1 into left forearm, IV SITE #1 IV fluids established, IV SITE #1 1st bag hung, amount 1 Liter, IV SITE #1 Rate of infusion (non-bolus) Infusing at wide open.	3
No: new confusion or inability to stay alert and awake; severe lethargy or floppiness; refusing to move the neck; current or recent seizure; high-pitched cry (like a cat's cry) OR a weak whimper or moaning cry that is not consolable; purple or red rash/blotches that stay when pressed by a glass (purpuric rash) or bulging or tense fontanel (soft spot on the head) when not crying	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm	3
The Traumatic Brain Injury physician discussed with the patient verbal and written information on TBI.	I have reviewed the clinical and radiographic findings in detail with the patient and his father.	1.5
Albuterol Aerosol 90 mcg/Actuation 2 puffs by inhalation as directed by prescriber as needed.	Maxair Autohaler 200 mcg/Inhalation Aerosol 2-4 puffs by inhalation every 4 hours as needed.	2.4
No: new confusion or inability to stay alert and awake; noisy, wheezy or raspy breathing that does not clear with coughing; newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); muffled voice or inability to open mouth fully or complete inability to swallow	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; purple or red rash/blotches that stay when pressed by a glass (purpural rash); new neck pain and difficulty bending the neck or swelling or puffiness around the eye(s)	3
Discussed acne and treatment in detail along with consent with risks, alternatives, and benefits.	Exercises:  Begin gently bending and straightening your knee along with quadriceps sets, straight leg raises and ankle pumps.	0
Albuterol [PROVENTIL/VENTOLIN] 90 mcg/Act HFA Aerosol 1-2 puffs by inhalation every 4 hours as needed.	Ipratropium-Albuterol [COMBIVENT] 18-103 mcg/Actuation Aerosol 2 puffs by inhalation two times a day as needed refi...	3.5
Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	3.5
Ready to learn, no apparent learning barriers were identified; learning preferences including listening.	No apparent learning barriers were identified; learning preferences include: reading, listening	3.75
No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); purple or red rash/blotches that stay when pressed by a glass (purpural rash); newly painful neck with difficulty bending the neck or swelling or puffiness around the eye(s)	No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand or sit up; purple or red rash/blotches that stay when pressed by a glass (purpuric rash); new neck pain and difficulty bending the neck or swelling or puffiness around the eye(s)	4.9
The plan of care, as outlined above, will be communicated to the patient and reviewed with patient at nurse visit.	Discussed risks, goals, alternatives, and the necessity of other members of the surgical team participating in the procedure with patient and others present.	1.25
Identified Injury as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Verbal Instructions.	3
Discussed advance directives and the necessity of other members of the healthcare team, both male and female, participating in the procedure.	The team concept including the need of other members in the operative team to be directly involved in his surgical procedure was discussed.	3.75
Cyanocobalamin [VITAMIN B12] 1,000 mcg/mL solution 1,000 micrograms intramuscular as directed by prescriber.	Follitropin Alfa [GONAL-F RFF] 900/1.5 unit/mL Pen Injector subcutaneous as directed by prescriber.	2
Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via personal wheelchair, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	3
The patient had a chance to have any questions about this procedure answered, understand(s) and wish(es) to proceed.	The risks and benefits of superovulation and IUI and alternatives were discussed, the patient verbalized understanding and wishes to proceed.	3
F or 38 C) or suspected fever; vomiting; pain, redness, discharge, tearing or swelling of the eye; diarrhea or mouth ulcers	F or 38 C) or suspected fever; night sweats or unintentional weight loss with normal or increased appetite	2.1
The patient understands the information and questions answered; the patient wishes to proceed with the biopsy.	At this time the entire patient's and family's questions were answered fully and to their satisfaction.	3
The diagnosis and treatment plans were explained and the patient expressed understanding of the content.	He has briefly interviewed and examined the patient and agrees with the below-outlined plan.	1.5
Pain when passing urine, feeling like you must urinate urgently and urinating more often than normal	Patient complains of: pain when passing urine, urinating more often than normal, urinary urgency.	4.75
The individual demonstrates emerging problem solving skills for complex problem solving tasks.	Level 5:  The individual demonstrates functional problem solving skills in routine daily activities.	3.6
Patient discharged to home, ambulating without assistance, Discharge instructions given to patient, Above person(s) verbalized understanding of discharge instructions and follow-up care.	Patient discharged to home, ambulating without assistance, driving self, unaccompanied, Prescriptions given and instructions on side effects given.	3
After discussion of the risks, benefits, and alternatives to treatment with cryotherapy, informed consent was obtained.	We discussed the risks, goals, and alternatives in detail, hopeful results, and possible complications.	3.25
Identified Illness as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Patients primary language is English, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3
The patient indicated they are not missing work, are not experiencing reduced productivity at work, are having no decline in their ability to complete daily activities.	The patient indicated they are having decline in their ability to complete daily activities (Score of 5/10, where 0=no effect).	1.5
The parent was instructed to notify the clinic if there is no improvement within 72 hours, that the patient is contagious until they have been on medication for 24 hours, of the importance of completing all of the medication.	At the end of the three week period of OAP,  a decision will be made by the OAP treatment team regarding the patient's readiness for the next phase of care.	0
Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient demonstrated an understanding of discharge teaching.	Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions.	3.9
Ready to learn, no apparent learning barriers were identified in the family/caregiver; learning preferences include listening.	PATIENT EDUCATION:  Ready to learn, no apparent learning barriers were identified; learning preferences include listening	4.45
We had the opportunity to discuss the above and the fact that the vasectomy is intended to be a permanent change and no more children.	We used the strategies of  Straight forward, and What is the Evidence to challenge the distortions.	0
Patient arrives, via Emergency Medical Services, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, carried, History obtained from, parent, Patient appears comfortable, Patient alert, Skin warm, dry, normal in color, Mucous membranes pink.	3
Nursing assessment:  Patient's provider will be contacted for additional advice and follow-up will take place with the caller.	This information will be reviewed by the provider, and the patient will be contacted with additional recommendations.	3.6
Community Support Resources Utilized By The Patient/Family:  Women, Infants, and Children Program (WIC) and Public Health.	Community support resources utilized by the patient/family:  Women, Infants, and Children Program (WIC), Minnesota Family Investment Program (MFIP), Social worker is involved.	3.5
No: inability to speak or make normal sounds; new confusion or inability to stay alert and awake; sudden swelling of the lips, tongue or mouth; sudden severe swelling of the eyelids; struggling to breathe even while inactive or resting; abrupt onset of breathing problems that came over the course of a minute or two; sudden onset of coughing, choking or gagging due to inhaling something into the airway; any chest pain or discomfort; change in heart rate or rhythm, or rapid or skipped heartbeats or noisy, wheezy or raspy breathing that doesn't clear with coughing	No: inability to speak or make normal sounds; new confusion or inability to stay alert and awake; sudden swelling of the lips, tongue or mouth; sudden severe swelling of the eyelids; struggling to breathe even while inactive or resting; abrupt onset of breathing problems that came over the course of a minute or two; sudden onset of coughing, choking or gagging due to inhaling something into the airway or change in heart rate or rhythm, or rapid or skipped heartbeats	3.45
Identified Illness as a learning need, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions.	Identified Procedures, tests, or preps as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3
Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.	3
Identified Illness as a learning need, Identified Follow-up care as a learning need, Identified Medications as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.	Identified Injury as a learning need, Identified Follow-up care as a learning need, Patients primary language is English, No Barriers to learning were identified, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	3.5
Mother is blood type O+, is Hepatitis B negative, HIV negative, and was found to be GBS negative.	Mother is blood type O-, is Hepatitis B negative, HIV negative, and was found to be GBS positive.	4.2
No: new confusion or inability to stay alert and awake; any chest pain or discomfort; sudden, CURRENT and excruciating ripping or stabbing pain characteristic of a dissecting aortic aneurysm; newly painful or blue toes on one side; currently struggling to breathe, even while inactive or resting; currently feeling like you are going to collapse every time you stand (sit); vomit that looks like ground coffee; vomiting blood; uncontrollable or continuous rectal bleeding; black, sticky, tar-like stools; heavy vaginal bleeding or purple or red rash/blotches that stay when pressed by a glass (purpural rash)	No: new confusion or inability to stay alert and awake; struggling to breathe even while inactive or resting; any chest pain or discomfort; change in heart rate or rhythm or heart palpitations; excessive sweating; new weakness, numbness or tingling on one half of the body (an arm and leg) or currently feeling like you are going to collapse every time you stand or sit up	3.25
Instructions: Take one tablet prior to anticipated sexual activity; maximum one tablet per day.	Instructions: Take two tablets by mouth in the morning and one tablet by mouth in the evening.	2
The client verbalized understanding and consented to the plan of care and the goals established.	The patient viewed the "Stay Healthy While Traveling" video prior to the pre-travel consultation.	0
PATIENT EDUCATION: Patient was ready to learn, no apparent learning barriers were identified.	Patient Education:  Ready to learn, no apparently learning barriers were identified; learning preferences include listening.	4.25
Patient will verbalize and demonstrate understanding of home exercise program following this therapy session.	Goals: Patient will demonstrate and/or verbalize understanding of home exercise program in 1-2 sessions.	4.25
Complex assessment performed, Patient arrives ambulatory, Gait steady, History obtained from patient, Patient appears, uncomfortable, Patient cooperative, alert, Oriented to person, place and time.	Patient arrives, via hospital wheelchair, Gait steady, History obtained from patient, Patient appears, generally ill, Patient cooperative, alert, Oriented to person, place and time.	3
Negative neurologic review of systems, Historian denies confusion, dizziness, focal weakness, gait changes, headache.	Negative gastrointestinal review of systems, Historian denies abdominal pain, hematemesis, hematochezia, jaundice, melena, vomiting.	1.5
Explained diagnosis and treatment plan; patient/child/care giver expressed understanding of the content.	Explained diagnosis and treatment plan; patient/child/caregiver expressed understanding of the content and agreement with the plan of care.	4.25
Discussed with the patient the necessity of other members of the healthcare team, both male and female, participating in the procedure if needed.	I discussed the risks, the goals, the alternatives, and the necessity of other members of the health care team who would be participating in the procedures with this patient.	3.5
Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Newborn.	Educational literature, developmentally age appropriate, provided at today's visit, including Pediatric Health Promotion Visits and Vaccination Schedule , Feeding Your Baby During the First Year].	3.75
Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Nine-Month-Old .	Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Three- to Five-Year-Old.	3.75
Identified Injury as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.	Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient demonstrated and verbalized an understanding of discharge teaching.	3.75
The diagnosis and treatment plan were explained to the family/caregiver who expressed understanding of the information presented.	I explained the diagnosis and treatment plan; the caregiver expressed understanding of the content.	3.5
I suggested that he observe an appropriate heart-healthy diet, and that he exercise regularly.	I suggested that she observe an appropriate heart-healthy diet, and that she exercise regularly.	4.25
No: cloudy or foul-smelling urine; blood in the urine; new daytime wetting or new bedwetting	No: cloudy or foul-smelling urine; blood in the urine; weak stream of urine; dribbling at the end of your urine stream; difficulty starting your urine stream; new daytime wetting or new bedwetting	3
Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team participating in the procedure.	Discussed risks, goals, alternatives, advance directives, and necessity of other members of the team participating in the procedure with spouse.	3.5
The patient was instructed to contact their primary care provider for any further questions or concerns.	The patient was instructed to contact their primary care provider if the Aircast SP Walker is not filling properly and/or for any further questions.	3.35
