
WordNet Id1;WordNet Id1;Rada;AncSPLRada
12258663;11814824;-1.0;-1.0
6950886;1489275;-6.0;-6.0
7525760;483409;-6.5;-6.5
12335483;10314517;-4.5;-4.5
5499828;7764630;-5.0;-5.0
4651009;43116;-4.5;-4.5
9793495;7529096;-6.5;-8.0
10976468;14339387;-6.5;-6.5
591446;8584361;-6.5;-6.5
12289310;5895138;-7.5;-9.5
12047884;11667112;-4.0;-8.0
13589546;4874409;-4.5;-4.5
11341374;1459242;-4.5;-4.5
13316722;9492733;-8.0;-8.0
11403456;12458002;-6.0;-6.5
2272707;11317086;-5.5;-6.0
94954;5223823;-7.5;-7.5
2880842;2787435;-4.0;-4.5
4112147;15208898;-6.0;-6.0
12421683;11370201;-3.5;-3.5
8433343;14817592;-5.5;-5.5
6545528;1532829;-8.5;-9.0
3954393;8260498;-5.0;-6.0
13987719;11211987;-5.5;-6.0
9579848;12934776;-6.5;-6.5
223854;5948716;-5.5;-5.5
377813;2926426;-8.0;-8.5
845352;2104029;-6.0;-6.5
12316444;8149160;-7.0;-9.0
15206097;2909543;-7.0;-7.0
9059274;2991847;-5.5;-5.5
2425887;9393605;-5.5;-7.0
1993830;4478657;-5.5;-5.5
9797742;3608356;-3.0;-3.5
11630489;1832493;-6.0;-6.0
7655988;7998904;-5.5;-5.5
9657489;4914881;-6.5;-6.5
15002138;1612628;-7.5;-8.0
14691822;14439149;-5.5;-5.5
7807710;2252039;-6.5;-6.5
13428608;12287642;-4.5;-5.0
4136676;14870078;-5.0;-5.5
1126564;15194194;-6.5;-6.5
4689198;7525057;-3.0;-3.0
2640453;723547;-5.5;-5.5
3652729;12793494;-5.0;-5.0
7623363;6556481;-6.0;-6.0
15030022;11304811;-6.0;-6.0
11770753;2153445;-7.0;-7.5
3141455;7033613;-6.5;-7.0
10883871;8438928;-5.0;-5.0
15195622;11852255;-7.0;-7.0
10685853;7522043;-5.0;-7.0
1915541;6648462;-4.5;-4.5
6317672;15071503;-5.5;-7.0
12256325;688220;-8.0;-9.0
12174521;9935990;-4.5;-4.5
1335460;15020203;-5.0;-5.0
3667380;5488615;-4.5;-4.5
3886940;4485884;-3.0;-3.0
4221586;3878418;-3.0;-3.0
11923637;10334255;-4.5;-6.0
207434;13144511;-5.5;-5.5
12647893;7764847;-8.5;-8.5
5141840;1790398;-6.5;-7.5
5400445;247955;-7.0;-7.0
14393161;10433452;-7.0;-7.0
12721705;7862946;-4.0;-4.0
7201220;7551498;-5.5;-5.5
901083;11254683;-7.0;-7.0
4175669;9525279;-6.5;-7.5
2543952;9117351;-8.0;-8.5
1170502;13401412;-7.0;-7.0
12605965;5477946;-8.0;-8.0
7744811;103737;-7.0;-7.0
4413969;12823717;-5.0;-5.0
1206774;697734;-5.0;-5.0
7530322;4085181;-6.5;-6.5
2435853;2508742;-2.5;-2.5
3686130;14704465;-4.0;-4.5
1473990;6866919;-4.5;-4.5
1937579;12000851;-5.0;-5.0
6884337;9691435;-4.5;-4.5
10609686;3194812;-3.5;-3.5
10341660;8047747;-4.5;-5.0
12181851;2112497;-5.5;-7.5
13435548;13187826;-4.5;-4.5
13093380;8399378;-5.5;-5.5
10752930;13239736;-2.5;-2.5
8967868;14035298;-4.5;-5.5
10153414;11466701;-5.0;-5.0
4591887;2483092;-7.0;-7.5
14947807;4391158;-4.0;-5.0
15026256;337605;-7.5;-7.5
3168933;14805322;-5.0;-6.5
13823150;10805501;-4.0;-4.0
14212303;9779623;-8.0;-8.5
2716866;5082337;-5.0;-5.5
7605282;1853498;-9.0;-10.0
14371082;10466387;-4.0;-6.5
15109127;2068735;-5.0;-5.0
10297234;9954879;-2.5;-2.5
12369066;5402333;-7.0;-7.5
4174101;4597804;-3.5;-3.5
14387202;3600617;-7.0;-7.0
6712833;8847268;-6.5;-6.5
5127782;3195959;-7.0;-8.0
14001973;8245549;-3.0;-3.0
4369485;13696270;-6.5;-6.5
14975872;2811350;-4.0;-5.5
3425769;11600900;-6.5;-7.5
483848;11275344;-7.5;-7.5
897811;3709960;-7.0;-7.5
6770275;8363428;-3.0;-3.0
9522222;4991137;-5.5;-5.5
5467922;5007280;-8.0;-8.0
13558953;9852558;-3.0;-3.0
6239655;3760310;-7.0;-7.5
2571167;8683548;-7.0;-8.0
12860842;3646148;-6.5;-7.5
13608598;8776687;-6.0;-6.0
10024362;3853178;-4.0;-4.0
8407619;3946076;-4.0;-5.5
9351257;3443775;-6.5;-6.5
7719756;438606;-8.5;-9.0
11420631;13999941;-6.0;-6.0
5615869;5940869;-3.5;-3.5
340192;14049098;-7.5;-7.5
12136944;13649268;-4.5;-4.5
6658269;9643421;-6.5;-6.5
336561;3291413;-7.5;-9.0
1881564;668552;-9.0;-10.5
5751063;14142983;-7.5;-7.5
1382699;1354149;-5.5;-7.5
11229499;7205210;-6.5;-7.5
6833776;2722997;-6.5;-7.0
11023883;11773987;-3.5;-3.5
2876193;5670512;-8.0;-8.0
2060889;8291157;-7.5;-9.0
10002031;14281549;-5.0;-7.5
1378545;3644378;-4.0;-4.0
5707146;5500465;-7.5;-7.5
12093769;4183663;-4.5;-4.5
3742115;6507330;-7.0;-7.5
2826589;2212602;-7.5;-7.5
13027375;15112239;-4.5;-5.0
13890226;5077146;-4.0;-4.0
12341412;7991579;-3.0;-3.0
13266515;10913503;-5.5;-5.5
8728066;10570704;-6.0;-6.0
6970784;1959668;-6.5;-6.5
1038375;5893143;-5.0;-5.0
5159495;7555402;-3.5;-3.5
14792281;9169930;-5.5;-5.5
4871374;3507554;-5.5;-5.5
2119634;40420;-7.5;-10.0
13452947;11040596;-4.0;-4.0
8042856;3073977;-6.5;-7.5
12970293;4208210;-4.5;-5.0
14026981;14478291;-1.5;-1.5
15252907;7161613;-3.5;-3.5
9742443;14124688;-6.5;-9.0
13731840;4804611;-3.5;-3.5
10844031;4716864;-4.5;-5.0
10741590;833578;-3.0;-3.0
773673;6158346;-4.5;-7.0
12793695;3619890;-5.0;-5.0
8502797;4785414;-3.5;-4.0
4657876;112828;-5.0;-5.0
3032453;4235646;-3.5;-4.0
11256494;4005912;-6.0;-6.0
14036043;11127752;-4.5;-6.0
3882611;14090842;-7.5;-8.0
14947558;10817935;-5.0;-5.5
10785695;9116318;-4.5;-5.0
2556623;9250165;-5.5;-6.0
13365286;9283866;-4.0;-4.0
2375438;11459538;-6.5;-9.5
5039907;7319774;-3.5;-3.5
13438671;3042697;-4.5;-5.0
549610;14534571;-5.5;-5.5
13891242;9279870;-3.5;-3.5
7062697;406612;-4.0;-5.0
12976389;12475242;-4.5;-8.5
11303698;3606347;-6.0;-6.0
12765402;9885334;-3.5;-3.5
3053474;10468750;-5.5;-5.5
14767477;9736035;-5.5;-5.5
14005137;3181899;-6.0;-6.0
8193645;2298541;-8.5;-9.0
5438315;10540735;-7.0;-7.0
3624400;7605282;-7.0;-7.5
1948446;7165506;-6.5;-7.0
4198453;1621635;-5.0;-5.0
15256915;2437312;-5.0;-7.5
11677144;12429942;-7.5;-7.5
2525382;10052694;-6.0;-6.5
10119874;2248062;-6.0;-6.0
1622596;15035505;-5.5;-5.5
14727508;1272134;-6.0;-6.0
8082899;451635;-5.0;-5.0
2613181;10545415;-5.5;-6.5
167764;7772026;-9.0;-9.5
3801353;11872973;-4.5;-4.5
11861487;14593545;-5.5;-6.0
10067867;140900;-5.5;-5.5
10895688;7258332;-5.0;-5.0
3601442;4628850;-5.5;-5.5
4709253;10122765;-4.5;-4.5
7628779;1582398;-9.5;-10.0
294190;9010670;-7.0;-8.0
1124508;6816785;-4.0;-4.0
12634211;14204253;-9.0;-11.0
6926212;13754778;-3.0;-3.0
11358863;8744626;-5.5;-5.5
4498523;3936764;-4.5;-4.5
2284611;14240487;-9.5;-12.5
14174455;13132338;-6.5;-8.5
3431243;4255670;-2.0;-2.0
1109687;6908048;-5.5;-5.5
